,1993_1998,1998_2003,2003_2008,2008_2013,2013_2018,2018_2023,2023_2028
Muxfeldt2012Review_of_Suzannah,,,,1,1,2,1
Neidhöfer2007Bruno_Maderna’s_Serial,,,21,14,14,16,18
Neidhöfer2017Review_of_Theodor,,,,,1,1,3
Nemire2014Convergence_Points_in,,,,,1,2,1
Nettl2013Contemplating_the_Concept,,,,,1,2,1
Ng2007Review_of_Peter,,,4,3,3,2,1
Ng2011Review_of_Ryan,,,,1,1,2,1
Nobile2013Interval_Permutations,,,,,1,1,1
"Noll2011Modes,_the_Height-Width",,,,1,1,2,1
Nooshin2013Beyond_the_<i>Radif</i>:,,,,,1,2,1
Osborn2011Understanding_Through-Composition_in,,,,1,1,2,1
Parncutt1994Review_of_the,4,6,2,2,2,4,4
Parncutt1995Response_to_Demske:,4,6,2,2,2,4,4
Parsons2015Dyslexia_and_Post-Secondary,,,,,1,1,1
Peck2003A_Review_of,,,9,4,4,5,5
Peck2011A_GAP_Tutorial,,,,1,1,2,1
Peck2012Review_of_Steven,,,,1,1,2,1
Pell2018Key_Profiles_in,,,,,,1,3
Perrott1999Review_of_Laurent,,1,1,2,2,4,4
"Perry2000Music,_Evolution_and",,12,1,2,2,4,4
Perry2000Review_of_Allen,,1,1,2,2,4,4
Perry2007Review_of_Anthony,,,19,12,12,14,16
Platt2012“Brahms_in_the,,,,1,1,2,1
Pomeroy2016Review_of_Steven,,,,,1,1,1
Pople1997Review_of_David,8,3,3,2,2,4,4
Puri2017Ravel’s_<i>Valses_nobles,,,,,1,1,1
Quaglia2008Review_of_Ethan,,,,3,3,2,1
Rabinovitch2017Review_of_Massimiliano,,,,,1,1,3
Rahn1994From_Similarity_to,4,6,2,2,2,4,4
Rahn1998Practical_Aspects_of,,3,3,2,2,4,4
Ramirez2011Review_of_Dermot,,,,1,1,2,1
Reddick2010<i>Becoming</i>_at_a,,,,1,1,2,1
Reed2007A_Tetrahelix_Animates,,,4,3,3,2,1
Reenan2016Types_and_Applications,,,,,1,1,3
Renwick1994“A_Subject_of,5,8,10,5,5,6,6
Ricci2007The_Progress_of,,,4,3,3,2,1
Rifkin2018Visualizing_Peter:_The,,,,,,1,3
Rings2018Music’s_Stubborn_Enchantments,,,,,,1,3
"Robb2015Imagined,_Supplemental_Sound",,,,,1,1,3
Robbie2012Review_of_Brian,,,,1,1,2,1
Robison1994Modifying_Interval-Class_Vectors,2,4,6,2,2,4,4
Robison1995Category_Structures_and,10,13,13,2,2,4,4
Rodgers2010Review_of_Matthew,,,,1,1,2,1
Rodgers2011Thinking_(and_Singing),,,,1,1,2,1
Roeder1993Toward_a_Semiotic,5,8,10,5,5,6,6
Roeder1994Response_to_Comments,5,8,10,5,5,6,6
Roeder2001Pulse_Streams_and,,7,7,2,2,4,4
Roeder2009A_Transformational_Space,,,,3,3,2,1
Roeder2009Constructing_Transformational_Signification:,,,,3,3,2,1
Roeder2009Introduction,,,,3,3,2,1
Roemjantsew2000Report_on_Two,,1,1,2,2,4,4
Rothfarb2014History_and_Future,,,,,1,1,1
Rothgeb1995The_Tristan_Chord:,2,4,6,2,2,4,4
Rothstein1995The_Tristan_Chord,2,4,6,2,2,4,4
Rothstein2008Common-tone_Tonality_in,,,,1,3,2,1
Royal1995Review_of_<i>The,1,2,2,2,2,4,4
Royal2010Review_of_Benjamin,,,,1,1,2,1
Rusch2013Beyond_Homage_and,,,,,1,1,1
Rusch2013Crossing_Over_with,,,,,1,2,1
Rusch2014Review_of_Lauri,,,,,1,1,1
Salley2015On_Duration_and,,,,,1,1,3
Salley2015Review_of_Joe,,,,,1,1,1
Salley2021Late_Night_Thoughts,,,,,,3,2
Sallmen2007Listening_to_the,,,4,3,3,2,1
Sallmen2011Exploring_Tetrachordal_Voice-Leading,,,,1,1,2,1
Samarotto2000“The_Body_that,,7,7,2,2,4,4
Samarotto2009“Plays_of_Opposing,,,,1,3,2,1
Samplaski2004Interval-Classes_and_Psychological,,,24,17,17,19,21
Samplaski2005Mapping_the_Geometries,,,24,17,17,19,21
Sauer2007Cognitive_Dissonance_and,,,,10,10,12,14
Schachter2015Structural_Levels_in,,,,,1,1,1
Schaffer1996Review_of_Peter,3,5,5,2,2,4,4
Schaffer1999Review_of_Eleanor,,1,1,2,2,4,4
Schmalfeldt1998On_Keeping_the,,2,2,2,2,4,4
Schubert2006Review_of_David,,,4,3,3,2,1
Schubert2013What_Modular_Analysis,,,,,1,2,1
Schultz2012Tonal_Pairing_and,,,,1,1,2,1
Scotto2011What_Do_I,,,,1,1,2,1
Segall2018Prokofiev’s_Symphony_no.,,,,,,1,3
Shaffer2014A_Proposal_for,,,,,1,1,1
"Shaftel2014Demographics,_Analytics,_and",,,,,1,1,1
"Sheehy2013Improvisation,_Analysis,_and",,,,,1,2,1
Sheehy2013Introduction:_Theorizing_Improvisation,,,,,1,2,1
Sheehy2013Review_of_Elliott,,,,,1,2,1
Silberman2003Post-Tonal_Improvisation_in,,,9,4,4,5,5
Smith2014Listening_as_a,,,,,1,1,1
Smoliar1994Comment_on_John,5,8,10,5,5,6,6
Smoliar1995Musical_Objects:_,4,6,2,2,2,4,4
Smucker2021Review_of_Laura,,,,,,3,2
Smyth2006Review_of_<i>Stravinsky’s,,,17,8,8,9,9
Sobaskie2006Contextual_Drama_in,,,4,3,3,2,1
Soderberg1998White_Note_Fantasy,,20,25,18,18,20,22
"Soderberg1999White_Note_Fantasy,",,20,25,18,18,20,22
Souza2021Review_of_John,,,,,,3,2
Stankis2015Maurice_Ravel’s_“Color,,,,,1,1,1
Steinbeck2013Improvisational_Fictions,,,,,1,2,1
Stover2012Review_of_Keith,,,,1,1,2,1
Stover2016Review_of_Judy,,,,,1,1,3
Straus1995Post-structuralism_and_Music,7,10,11,2,2,4,4
Straus1998SMT_1997_Plenary,,19,23,16,16,18,20
Straus2012Three_Stravinsky_Analyses:,,,,1,1,2,1
Suurpää2014Review_of_Heather,,,,,1,1,1
Takehana2010Review_of_Nicola,,,,1,1,2,1
Tan2015Review_of_Eric,,,,,1,1,3
"Taylor1997Chopin,_Pygmies,_and",3,3,6,2,2,4,4
Temperley1999Review_of_Joseph,,1,1,2,2,4,4
Temperley2016Review_of_Carl,,,,,1,1,3
Theisen2013Review_of_Brian,,,,,1,1,1
"Thomas2014Conlon_Nancarrow,_“Hot”",,,,,1,2,1
Thurmaier2012Review_of_Vincent,,,,1,1,2,1
Toorn1995A_Response_to,7,10,2,2,2,4,4
Townsend2012Scriabin_and_the,,,,1,1,2,1
Traut2009Dyadic_TC_Lattices:,,,,9,9,10,10
Traut2009Review_of_Henry,,,,1,3,2,1
Traut2018Review_of_Severine,,,,,,1,3
Trinastic2014Dissonant_Harmony_and,,,,,1,1,1
Turner2015Review_of_Markand,,,,,1,1,3
Urista2003Beyond_Words:_The,,,9,4,4,5,5
Urista2007Chopin’s_Prelude_in,,,4,3,3,2,1
Vetter2000Review_of_Michelle,,1,1,2,2,4,4
Vlagopoulos1999Report_on_the,,1,1,2,2,4,4
Vélez2017Review_of_Lawrence,,,,,1,1,3
Wadsworth2012Directional_Tonality_in,,,,1,1,2,1
Walden2010Noting_Images:_Understanding,,,,3,3,2,1
Walker1996Intonational_Injustice:_A,2,4,3,2,2,4,4
Walker1996The_Deconstruction_of,1,2,2,2,2,4,4
Wannamaker2001Structure_and_Perception,,7,7,2,2,4,4
Waters2012Other_Good_Bridges:,,,,,1,2,1
Weisser1998Review_of_David,,3,3,2,2,4,4
Wells2017A_Generalized_Intervallic,,,,,1,1,3
Wennerstrom2013Review_of_Matthew,,,,,1,2,1
Westerhaus2011Review_of_Gretchen,,,,1,1,1,1
Wibberley1996Josquin’s_<i>Ave_Maria</i>:,2,4,3,2,2,4,4
Wibberley1996“Mode_versus_Ficta”,2,4,3,2,2,4,4
Wibberley2004<i>Quid_non_ebrietas,,,15,7,7,8,8
Wibberley2004Models_for_Chord,,,9,4,4,5,5
Wibberley2004Syntonic_Tuning:_A,,,15,7,7,8,8
Wibberley2004Syntonic_Tuning:_Creating,,,15,7,7,8,8
"Wild2014Genus,_Species_and",,,,,1,1,1
Willey2014Review_of_Jürgen,,,,,1,2,1
Willey2014The_Editing_and,,,,,1,2,1
"Williams2010Modeling_Diatonic,_Acoustic,",,,,1,1,2,1
"Willner1996Handel,_the_Sarabande,",9,11,12,2,2,4,4
Willner1996More_on_Handel,9,11,12,2,2,4,4
Yust2012Review_of_Richard,,,,1,1,2,1
Yust2015Voice-Leading_Transformation_and,,,,,1,1,1
Zavlunov2014The_“tselostnyĭ_analiz”,,,,,1,1,1
"Zbikowski1995Response_to_Robison,",10,13,13,2,2,4,4
Zbikowski1995Theories_of_Categorization,10,13,13,2,2,4,4
