,x0,x1,snapshot,author_id
"Alcalde, Bruno",-0.64423615,0.38828054,2020-2023,"Alcalde, Bruno"
"Goehr, Lydia",-0.5536315,-0.5016119,2020-2023,"Goehr, Lydia"
"Caplin, William E.",0.31703144,0.43637636,2020-2023,"Caplin, William E."
"Hannan, Calder",-0.72318566,-0.3785,2020-2023,"Hannan, Calder"
"O’Hara, William",-0.73298424,0.19586624,2020-2023,"O’Hara, William"
"Baroin, Gilles",2.955375,0.16194361,2020-2023,"Baroin, Gilles"
"Zeller, Matthew",0.7824921,-2.1566145,2020-2023,"Zeller, Matthew"
"Frederick, Leah",3.0032146,0.10155286,2020-2023,"Frederick, Leah"
"McAdams, Stephen",0.8681863,-0.61988366,2020-2023,"McAdams, Stephen"
"Goodchild, Meghan",0.79142743,-0.5776082,2020-2023,"Goodchild, Meghan"
"Soden, Kit",0.8942716,-0.60055834,2020-2023,"Soden, Kit"
"White, Christopher Wm.",-0.29716805,-0.32741067,2020-2023,"White, Christopher Wm."
"Emmery, Laura",0.30919942,1.0307957,2020-2023,"Emmery, Laura"
"Bertolani, Valentina",-0.3929526,1.1248353,2020-2023,"Bertolani, Valentina"
"Locke, David",-0.2825003,-0.41228116,2020-2023,"Locke, David"
"Blake, David K.",-0.8949394,0.091222994,2020-2023,"Blake, David K."
"Cook, Scott Alexander",-0.04987393,-1.1350476,2020-2023,"Cook, Scott Alexander"
"Gadir, Tami",-0.6535997,0.17056097,2020-2023,"Gadir, Tami"
"Graybill, Roger C.",-0.14477505,1.1989568,2020-2023,"Graybill, Roger C."
"Zavlunov, Daniil",-0.39999482,0.14294973,2020-2023,"Zavlunov, Daniil"
"Huron, David",0.6432255,-0.27797395,2020-2023,"Huron, David"
"Clarke, David",3.5501838,1.0534091,2020-2023,"Clarke, David"
"Albrecht, Joshua",-0.2248398,0.12619764,2020-2023,"Albrecht, Joshua"
"Monahan, Seth",0.22559965,0.56300795,2020-2023,"Monahan, Seth"
"Foley, Gretchen C.",1.1495246,-2.1370034,2020-2023,"Foley, Gretchen C."
"Trevor, Caitlyn",0.4860869,-0.2511255,2020-2023,"Trevor, Caitlyn"
"Brøvig-Hanssen, Ragnhild",-0.63780755,0.20037147,2020-2023,"Brøvig-Hanssen, Ragnhild"
"Sandvik, Bjørnar E.",-0.6815168,0.3037204,2020-2023,"Sandvik, Bjørnar E."
"Aareskjold-Drecker, Jon Marius",-0.62950826,0.30778894,2020-2023,"Aareskjold-Drecker, Jon Marius"
"Burns, James",-0.09615183,-0.19657077,2020-2023,"Burns, James"
"Polak, Rainer",-0.53540367,-0.03528828,2020-2023,"Polak, Rainer"
"Carpenter, Ellon D.",-0.5191353,0.16436483,2020-2023,"Carpenter, Ellon D."
"Lucas, Olivia R.",-0.5459182,-0.30258757,2020-2023,"Lucas, Olivia R."
"Stankis, Jessica E.",-0.29236013,0.1776968,2020-2023,"Stankis, Jessica E."
"Conklin, Andrew",-0.91865337,0.039883383,2020-2023,"Conklin, Andrew"
"Swinkin, Jeffrey",-0.7363165,0.2507364,2020-2023,"Swinkin, Jeffrey"
"Peebles, Crystal A.",-0.6177942,0.5795864,2020-2023,"Peebles, Crystal A."
"Yorgason, Brent",-0.730012,-0.34552696,2020-2023,"Yorgason, Brent"
"Lyon, Jeff",-0.70809954,-0.33793995,2020-2023,"Lyon, Jeff"
"Korevaar, David",-0.106731765,0.95371777,2020-2023,"Korevaar, David"
"Woods, Alyssa",-0.6520922,-0.12034524,2020-2023,"Woods, Alyssa"
"Iverson, Jennifer",0.8308691,-0.39699847,2020-2023,"Iverson, Jennifer"
"Lessoil-Daelman, Marcelle",-0.29042995,0.70847213,2020-2023,"Lessoil-Daelman, Marcelle"
"Schutz, Michael",-0.6653262,-0.36209103,2020-2023,"Schutz, Michael"
"Glaser, Thomas",-0.05322365,1.0198911,2020-2023,"Glaser, Thomas"
"Slominski, Johnandrew",-0.6094352,0.81665057,2020-2023,"Slominski, Johnandrew"
"Eckert, Stefan",-0.64271474,0.78236264,2020-2023,"Eckert, Stefan"
"Krims, Adam Paul",0.14407536,-1.5313244,2020-2023,"Krims, Adam Paul"
"Ravenscroft, Brenda",-0.28761,0.7191955,2020-2023,"Ravenscroft, Brenda"
"Park, Joon",3.2844298,0.2371943,2020-2023,"Park, Joon"
"Duker, Philip",-0.3423356,-0.106872775,2020-2023,"Duker, Philip"
"Gawboy, Anna",-0.29367247,-0.072060324,2020-2023,"Gawboy, Anna"
"Hughes, Bryn",-0.2644563,-0.079097934,2020-2023,"Hughes, Bryn"
"Schachter, Michael",3.5547192,1.0652479,2020-2023,"Schachter, Michael"
"Robb, Hamish J.",-0.5454028,-0.0972665,2020-2023,"Robb, Hamish J."
"Collins, Denis B.",0.027690101,0.09273927,2020-2023,"Collins, Denis B."
"Davis, Stacey",0.7629828,-0.4638376,2020-2023,"Davis, Stacey"
"Gotham, Mark R. H.",-0.24055535,-0.32300356,2020-2023,"Gotham, Mark R. H."
"Gunn, Iain A. D.",-0.31360936,-0.30553934,2020-2023,"Gunn, Iain A. D."
"Canonne, Clément",-0.5134212,1.2452583,2020-2023,"Canonne, Clément"
"Binder, Benjamin",-0.42482823,0.8744036,2020-2023,"Binder, Benjamin"
"Hoag, Melissa E.",-0.18046248,0.62231827,2020-2023,"Hoag, Melissa E."
"Rothgeb, John",3.763736,-0.107753605,2020-2023,"Rothgeb, John"
"Diergarten, Felix F.",3.1862898,0.2270406,2020-2023,"Diergarten, Felix F."
"Desmond, Karen",0.3682045,1.6202111,2020-2023,"Desmond, Karen"
"Hopkins, Emily",0.3372258,1.5887309,2020-2023,"Hopkins, Emily"
"Howes, Samuel",0.5255235,1.6029007,2020-2023,"Howes, Samuel"
"Luong, Vivian",-0.2295455,-0.0128826955,2020-2023,"Luong, Vivian"
"Neumeyer, David P.",-0.6705913,-0.751353,2020-2023,"Neumeyer, David P."
"Losada, C. Catherine",0.9380974,-1.9512962,2020-2023,"Losada, C. Catherine"
"Cairns, Zachary A.",-0.35455993,-0.08973335,2020-2023,"Cairns, Zachary A."
"Lavengood, Megan L.",-0.8744176,0.007745841,2020-2023,"Lavengood, Megan L."
"Nettl, Bruno",-0.26978368,1.2804177,2020-2023,"Nettl, Bruno"
"Argentino, Joe R.",3.1671762,0.20969033,2020-2023,"Argentino, Joe R."
"Manabe, Noriko",-0.91304344,0.19045404,2020-2023,"Manabe, Noriko"
"Butler, Mark J.",-0.83037645,-0.23202606,2020-2023,"Butler, Mark J."
"Lau, Wing",-0.61844057,-0.36014238,2020-2023,"Lau, Wing"
"Larson, Steve",-0.053180173,0.8369576,2020-2023,"Larson, Steve"
"McClimon, Michael",-0.60714144,0.44321498,2020-2023,"McClimon, Michael"
"Rawlins, Robert",-0.6644446,0.7154447,2020-2023,"Rawlins, Robert"
"Fabian, Dorottya",-0.37272787,0.9166764,2020-2023,"Fabian, Dorottya"
"Horn, Katelyn",0.87715435,-0.18462524,2020-2023,"Horn, Katelyn"
"Mailman, Joshua Banks",-0.19567282,1.0109879,2020-2023,"Mailman, Joshua Banks"
"Lindley, Mark",2.4970794,0.035246305,2020-2023,"Lindley, Mark"
"Turner-Smith, Ronald",2.5079792,0.057465363,2020-2023,"Turner-Smith, Ronald"
"Bhogal, Gurminder K.",0.8476171,-0.53149134,2020-2023,"Bhogal, Gurminder K."
