,x0,x1,snapshot,author_id
"Reed, Jacob Rosenthal",-0.71488225,-0.47934154,2023-2026,"Reed, Jacob Rosenthal"
"Bain, Matthew Neil",-0.69123435,-0.4664269,2023-2026,"Bain, Matthew Neil"
"Sullivan, James",-0.6676173,-0.43961436,2023-2026,"Sullivan, James"
"Ewell, Philip",-0.30226594,-1.1054254,2023-2026,"Ewell, Philip"
"Tatar, Jeremy",-0.66857874,-0.08698555,2023-2026,"Tatar, Jeremy"
"Wells, Robert L.",-0.4547395,-0.4729642,2023-2026,"Wells, Robert L."
"Souza, Jonathan De",-0.6712135,0.50634724,2023-2026,"Souza, Jonathan De"
"Parsons, Laurel",-0.347953,-0.14834157,2023-2026,"Parsons, Laurel"
"Heidemann, Kate",-0.72753596,0.26647007,2023-2026,"Heidemann, Kate"
"Sturman, Michael Vercelli and Janet",0.3739122,-0.60614127,2023-2026,"Sturman, Michael Vercelli and Janet"
"Cole, Christa",-0.6998861,0.9729792,2023-2026,"Cole, Christa"
"Cannon-Brown, Lee",-0.059825283,-0.45854872,2023-2026,"Cannon-Brown, Lee"
"Wannamaker, Robert A.",2.6514103,-0.057954352,2023-2026,"Wannamaker, Robert A."
"Reenan, Samuel",2.7747393,0.065729566,2023-2026,"Reenan, Samuel"
"Bass, Richard",2.7712786,0.093114376,2023-2026,"Bass, Richard"
"Smith, Jeremy W.",-0.4398072,0.35669464,2023-2026,"Smith, Jeremy W."
"Chua, Daniel K.L.",4.101964,-0.44226235,2023-2026,"Chua, Daniel K.L."
"2015), (after July 1",4.0993505,-0.4176917,2023-2026,"2015), (after July 1"
"Callender, Clifton",0.53121877,0.30215523,2023-2026,"Callender, Clifton"
"Plotkin, Richard",3.1863375,0.18342727,2023-2026,"Plotkin, Richard"
"Boss, Jack",-0.83304673,-0.54859,2023-2026,"Boss, Jack"
"Neumeyer, David",-0.7399861,-0.14067669,2023-2026,"Neumeyer, David"
"Johnson, Thomas",-0.16497001,-0.023184609,2023-2026,"Johnson, Thomas"
"Straus, Joseph N.",-0.16811809,-1.1376834,2023-2026,"Straus, Joseph N."
"Gauvin, Hubert Léveillé",-0.83810383,-0.3651254,2023-2026,"Gauvin, Hubert Léveillé"
"Mattessich, John J.",-0.80115616,-0.31181073,2023-2026,"Mattessich, John J."
"Tymoczko, Dmitri",0.60337037,-1.1418434,2023-2026,"Tymoczko, Dmitri"
"Keep, David",-0.063609,1.3113046,2023-2026,"Keep, David"
"Burns, Chelsea",-0.7896149,0.38322836,2023-2026,"Burns, Chelsea"
"Martens, Peter",-0.4892122,-0.42873466,2023-2026,"Martens, Peter"
"Thomas, Margaret E.",-0.66821295,0.29759303,2023-2026,"Thomas, Margaret E."
"Summach, Jay",-0.86745715,-0.09923167,2023-2026,"Summach, Jay"
"Wallmark, Zachary",-0.6740677,0.17482582,2023-2026,"Wallmark, Zachary"
"Yi, Chen",0.11988746,-1.2458984,2023-2026,"Yi, Chen"
"Goldberg, Daniel",-0.77289784,-0.2651522,2023-2026,"Goldberg, Daniel"
"Marvin, Elizabeth West",-0.6674029,-0.29607537,2023-2026,"Marvin, Elizabeth West"
"Utz, Christian",0.1796693,1.8275398,2023-2026,"Utz, Christian"
"Everett, Walter",-0.8625157,-0.104613796,2023-2026,"Everett, Walter"
"Alcalde, Bruno",-0.38208792,0.08172589,2023-2026,"Alcalde, Bruno"
"Zhang, Xieyi (Abby)",-0.079752855,-0.9944101,2023-2026,"Zhang, Xieyi (Abby)"
"Goehr, Lydia",-0.6356453,-0.24596916,2023-2026,"Goehr, Lydia"
"Caplin, William E.",0.6797458,1.7820908,2023-2026,"Caplin, William E."
"Ovenden, Philippa",0.18579593,-0.51918465,2023-2026,"Ovenden, Philippa"
"Hannan, Calder",-0.7897976,-0.28575042,2023-2026,"Hannan, Calder"
"Smith, Eron",-0.8026054,-0.04918578,2023-2026,"Smith, Eron"
"O’Hara, William",-0.6351832,0.73709506,2023-2026,"O’Hara, William"
"Baroin, Gilles",3.269189,0.29102767,2023-2026,"Baroin, Gilles"
"Zeller, Matthew",-0.7202538,-0.6422308,2023-2026,"Zeller, Matthew"
"Frederick, Leah",3.1629486,0.18547487,2023-2026,"Frederick, Leah"
"McAdams, Stephen",-0.050818555,-0.39371458,2023-2026,"McAdams, Stephen"
"Goodchild, Meghan",-0.15381075,-0.43690038,2023-2026,"Goodchild, Meghan"
"Soden, Kit",-0.04991863,-0.4351584,2023-2026,"Soden, Kit"
"Shea, Nicholas",-0.87782836,-0.30389315,2023-2026,"Shea, Nicholas"
"Reymore, Lindsey",-0.8689192,-0.30505902,2023-2026,"Reymore, Lindsey"
"White, Christopher Wm.",-0.8067877,-0.45094353,2023-2026,"White, Christopher Wm."
"VanHandel, Leigh",-0.8772743,-0.2997292,2023-2026,"VanHandel, Leigh"
"Emmery, Laura",0.33113387,1.8281931,2023-2026,"Emmery, Laura"
"Bertolani, Valentina",-0.24527687,0.30379537,2023-2026,"Bertolani, Valentina"
"Locke, David",-0.37616664,-0.64171565,2023-2026,"Locke, David"
"Blake, David K.",-0.81192213,-0.1512958,2023-2026,"Blake, David K."
"Cook, Scott Alexander",0.22967872,-1.2654188,2023-2026,"Cook, Scott Alexander"
"Jarvis, Brian Edward",-0.6671454,-0.42319506,2023-2026,"Jarvis, Brian Edward"
"Gadir, Tami",-0.46676502,0.8375823,2023-2026,"Gadir, Tami"
"Graybill, Roger C.",-0.0020859141,0.19748037,2023-2026,"Graybill, Roger C."
"Long, Rebecca",-0.8619124,-0.7431435,2023-2026,"Long, Rebecca"
"Zavlunov, Daniil",-0.39543656,-0.9246697,2023-2026,"Zavlunov, Daniil"
"Huron, David",-0.31943977,-0.5826516,2023-2026,"Huron, David"
"Clarke, David",3.725022,-0.18702623,2023-2026,"Clarke, David"
"Albrecht, Joshua",-0.15552981,0.722014,2023-2026,"Albrecht, Joshua"
"Monahan, Seth",0.52436805,1.7967538,2023-2026,"Monahan, Seth"
"Foley, Gretchen C.",0.73594767,-1.3144722,2023-2026,"Foley, Gretchen C."
"Trevor, Caitlyn",-0.33300358,-0.6152299,2023-2026,"Trevor, Caitlyn"
"Brøvig-Hanssen, Ragnhild",-0.61092097,-0.35393748,2023-2026,"Brøvig-Hanssen, Ragnhild"
"Sandvik, Bjørnar E.",-0.62371063,-0.40590838,2023-2026,"Sandvik, Bjørnar E."
"Aareskjold-Drecker, Jon Marius",-0.5819094,-0.33135659,2023-2026,"Aareskjold-Drecker, Jon Marius"
"Burns, James",-0.19529891,-0.59888154,2023-2026,"Burns, James"
"Polak, Rainer",-0.72045887,-0.34371027,2023-2026,"Polak, Rainer"
"Carpenter, Ellon D.",-0.61863273,-0.63684136,2023-2026,"Carpenter, Ellon D."
"Lucas, Olivia R.",-0.69979113,-0.17251179,2023-2026,"Lucas, Olivia R."
"Stankis, Jessica E.",-0.33268356,1.2856499,2023-2026,"Stankis, Jessica E."
"Conklin, Andrew",-0.8203431,0.06963549,2023-2026,"Conklin, Andrew"
"Swinkin, Jeffrey",-0.6803157,-0.3755745,2023-2026,"Swinkin, Jeffrey"
"Peebles, Crystal A.",-0.69872314,0.7631282,2023-2026,"Peebles, Crystal A."
"Yorgason, Brent",-0.7505403,-0.35638982,2023-2026,"Yorgason, Brent"
"Lyon, Jeff",-0.76710063,-0.3518241,2023-2026,"Lyon, Jeff"
"Korevaar, David",-0.05245923,1.7573031,2023-2026,"Korevaar, David"
"Woods, Alyssa",-0.6266029,0.41040725,2023-2026,"Woods, Alyssa"
"Iverson, Jennifer",0.13089794,-0.53321254,2023-2026,"Iverson, Jennifer"
"Lam, Nathan L.",-0.43569022,-0.72116226,2023-2026,"Lam, Nathan L."
"Venturino, Stephanie",-0.56107205,-0.5081079,2023-2026,"Venturino, Stephanie"
"Lessoil-Daelman, Marcelle",-0.21145938,-0.22423764,2023-2026,"Lessoil-Daelman, Marcelle"
"Schutz, Michael",-0.7272027,0.093076594,2023-2026,"Schutz, Michael"
"Glaser, Thomas",0.20892553,1.7707003,2023-2026,"Glaser, Thomas"
"Slominski, Johnandrew",-0.4986305,0.031848997,2023-2026,"Slominski, Johnandrew"
"Eckert, Stefan",-0.5397471,-0.19028412,2023-2026,"Eckert, Stefan"
"Krims, Adam Paul",0.008297622,-0.7387823,2023-2026,"Krims, Adam Paul"
"Ravenscroft, Brenda",-0.19406754,1.7006689,2023-2026,"Ravenscroft, Brenda"
"Park, Joon",3.2459002,-0.33578077,2023-2026,"Park, Joon"
"Duker, Philip",-0.1640871,-0.06954845,2023-2026,"Duker, Philip"
"Gawboy, Anna",-0.15757751,0.022249417,2023-2026,"Gawboy, Anna"
"Hughes, Bryn",-0.20928638,-0.07475296,2023-2026,"Hughes, Bryn"
"Schachter, Michael",3.7280753,-0.16570622,2023-2026,"Schachter, Michael"
"Robb, Hamish J.",-0.43943217,1.1080823,2023-2026,"Robb, Hamish J."
"Collins, Denis B.",0.06714405,-1.2399324,2023-2026,"Collins, Denis B."
"Davis, Stacey",0.29239607,-0.26235598,2023-2026,"Davis, Stacey"
"Gotham, Mark R. H.",-0.21651098,-0.62398237,2023-2026,"Gotham, Mark R. H."
"Gunn, Iain A. D.",-0.23680387,-0.6218474,2023-2026,"Gunn, Iain A. D."
"Canonne, Clément",-0.46988168,0.82374465,2023-2026,"Canonne, Clément"
"Binder, Benjamin",-0.40654895,0.7632806,2023-2026,"Binder, Benjamin"
"Hoag, Melissa E.",0.16014032,-0.73566633,2023-2026,"Hoag, Melissa E."
"Rothgeb, John",2.656699,-0.09089537,2023-2026,"Rothgeb, John"
"Diergarten, Felix F.",3.047837,-0.43159002,2023-2026,"Diergarten, Felix F."
"Lal, Rajan",0.183244,1.8488601,2023-2026,"Lal, Rajan"
"Desmond, Karen",0.52163005,0.1825462,2023-2026,"Desmond, Karen"
"Hopkins, Emily",0.5534009,0.1773586,2023-2026,"Hopkins, Emily"
"Howes, Samuel",0.60859126,0.21566218,2023-2026,"Howes, Samuel"
"Atkinson, Sean E.",0.27255812,0.089750536,2023-2026,"Atkinson, Sean E."
"Luong, Vivian",-0.611798,-0.35654303,2023-2026,"Luong, Vivian"
"Neumeyer, David P.",-0.8236827,0.2022556,2023-2026,"Neumeyer, David P."
"Losada, C. Catherine",0.7147354,-1.1585097,2023-2026,"Losada, C. Catherine"
"Cairns, Zachary A.",-0.33811593,-0.9318199,2023-2026,"Cairns, Zachary A."
"Lavengood, Megan L.",-0.5258624,0.08911481,2023-2026,"Lavengood, Megan L."
"Turner, John W.",3.0894718,-0.33991435,2023-2026,"Turner, John W."
"Goldman, Andrew",-0.51825064,-0.6636236,2023-2026,"Goldman, Andrew"
"Nettl, Bruno",0.023453513,0.53885627,2023-2026,"Nettl, Bruno"
"Argentino, Joe R.",3.079691,-0.37804857,2023-2026,"Argentino, Joe R."
"Manabe, Noriko",-0.7022759,-0.15345283,2023-2026,"Manabe, Noriko"
"Butler, Mark J.",-0.71645147,0.23713852,2023-2026,"Butler, Mark J."
"Lau, Wing",-0.51572955,-0.67626685,2023-2026,"Lau, Wing"
"Larson, Steve",-0.5096768,0.028653845,2023-2026,"Larson, Steve"
"Utne-Reitan, Bjørnar",2.6079967,-0.09927437,2023-2026,"Utne-Reitan, Bjørnar"
"McClimon, Michael",-0.6621261,0.1959169,2023-2026,"McClimon, Michael"
"Rawlins, Robert",-0.4109429,0.4425997,2023-2026,"Rawlins, Robert"
"Fabian, Dorottya",-0.30488256,1.4116262,2023-2026,"Fabian, Dorottya"
"Horn, Katelyn",-0.36537385,-0.7266833,2023-2026,"Horn, Katelyn"
"Mailman, Joshua Banks",0.124044076,1.7886837,2023-2026,"Mailman, Joshua Banks"
"Lindley, Mark",3.1814947,-0.17635153,2023-2026,"Lindley, Mark"
"Turner-Smith, Ronald",3.1580155,-0.1514534,2023-2026,"Turner-Smith, Ronald"
"Bhogal, Gurminder K.",0.13244534,-0.484416,2023-2026,"Bhogal, Gurminder K."
